0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10	0	10	9	0	0	0	0	0	9	10	0	10	9	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0
5	5	5	5	5	0	5	0	5	0	5	5	11	5	5	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	4	0	4	0	4	0	0	11	0	0	0
2	2	2	2	2	0	2	0	2	0	2	2	11	2	2	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	1	0	1	0	4	0	4	0	4	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	3	0	3	0	3	3	3	3	3	0	3	11	3	0	0
2	2	2	2	2	0	2	0	2	0	2	2	11	2	2	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	1	0	1	0	1	1	1	1	1	0	1	11	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0
6	7	6	7	6	1	7	1	7	1	6	7	11	7	6	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	1	0	1	0	1	1	1	1	1	0	1	11	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	1	0	1	0	1	1	1	1	1	0	1	11	1	0	0
2	2	2	2	2	0	2	0	2	0	2	2	11	2	2	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	3	0	3	0	3	3	3	3	3	0	3	11	3	0	0
2	2	2	2	2	0	2	0	2	0	2	2	11	2	2	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	1	0	1	0	1	1	1	1	1	0	1	11	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	8	0	8	8	1	8	1	8	1	8	8	11	8	8	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	10	9	10	9	0	0	0	0	0	9	10	0	10	9	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
9	10	9	10	9	0	0	0	0	0	9	10	0	10	9	0
0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
